unmon_N_in_packets,unmon_N_out_packets,unmon_in_first_thirty,unmon_out_first_thirty,unmon_out_fraction,unmon_in_fraction,unmon_out_std,unmon_in_std,unmon_out_mean,unmon_in_mean,unmon_N_packets,unmon_time_fraction,unmon_sum_N,unmon_incoming_packets_size,unmon_outgoing_packets_size,unmon_total_packets_size,y
9620,364,19,11,0.0364583333,0.963541667,2876.529035,2997.71641,5007.957277,4583.986264,9984,772.1577726,19968,-4925440,186368,-4739072,-1
9520,456,16,14,0.0457097033,0.954290297,2856.992993,3098.39055,5044.409454,3821.267544,9976,1153.294798,19952,-4874240,233472,-4640768,-1
9342,612,25,5,0.061482821,0.938517179,2850.696565,2786.052726,5077.541961,3450.388889,9954,701.4799154,19908,-4783104,313344,-4469760,-1
1150,155,18,12,0.118773946,0.881226054,358.7215335,442.5234777,679.6321739,455.4064516,1305,48.89471712,2610,-588800,79360,-509440,-1
3163,385,20,10,0.108511838,0.891488162,1008.333109,908.4640263,1854.86595,1114.246753,3548,81.93995381,7096,-1619456,197120,-1422336,-1
9277,660,20,10,0.0664184361,0.933581564,2863.518152,2722.718771,5044.990945,3900.866667,9937,927.8244631,19874,-4749824,337920,-4411904,-1
3507,209,21,9,0.0562432723,0.943756728,1062.553736,1120.734768,1887.953236,1364.277512,3716,257.1626298,7432,-1795584,107008,-1688576,-1
547,46,20,10,0.0775716695,0.922428331,167.5287303,168.838129,307.0621572,177.3478261,593,64.59694989,1186,-280064,23552,-256512,-1
502,49,15,15,0.0889292196,0.91107078,153.100954,170.3695471,287.5358566,157.8163265,551,158.7896254,1102,-257024,25088,-231936,-1
9564,418,21,9,0.0418753757,0.958124624,2864.345855,3052.918675,5039.244668,3899.083732,9982,752.7903469,19964,-4896768,214016,-4682752,-1
1251,198,20,10,0.136645963,0.863354037,414.9119269,394.7173216,753.2685851,546.3939394,1449,55.60245587,2898,-640512,101376,-539136,-1
767,92,21,9,0.107101281,0.892898719,243.5816235,281.8874786,430.5136897,425.7173913,859,58.55487389,1718,-392704,47104,-345600,-1
9583,394,27,3,0.0394908289,0.960509171,2872.522269,3048.082957,4999.363039,4736.946701,9977,431.5311419,19954,-4906496,201728,-4704768,-1
2605,194,19,11,0.069310468,0.930689532,808.7588791,792.1487005,1406.788484,1308.845361,2799,187.2240803,5598,-1333760,99328,-1234432,-1
1384,206,22,8,0.129559748,0.870440252,440.8825071,558.7750992,807.8735549,712.368932,1590,157.2700297,3180,-708608,105472,-603136,-1
9402,561,20,10,0.0563083409,0.943691659,2854.252012,3052.165771,5041.435546,3985.898396,9963,1058.767269,19926,-4813824,287232,-4526592,-1
7862,703,20,10,0.0820782253,0.917921775,2426.442528,2938.463124,4287.025057,4237.985775,8565,340.9633758,17130,-4025344,359936,-3665408,-1
2409,262,22,8,0.0980906028,0.901909397,764.2848335,802.7556338,1358.061851,1133.148855,2671,251.2699906,5342,-1233408,134144,-1099264,-1
3275,231,20,10,0.0658870508,0.934112949,999.6517842,1085.431865,1784.068702,1320.112554,3506,309.1710758,7012,-1676800,118272,-1558528,-1
2048,193,17,13,0.0861222668,0.913877733,636.1669588,731.9387654,1136.39209,957.6683938,2241,86.25866051,4482,-1048576,98816,-949760,-1
64,22,20,10,0.255813953,0.744186047,24.32373917,25.43976844,45.390625,38,86,16.8297456,172,-32768,11264,-21504,-1
3881,198,20,10,0.0485413091,0.951458691,1164.870121,1402.360445,2040.345014,2033.237374,4079,312.3277182,8158,-1987072,101376,-1885696,-1
3520,265,23,7,0.07001321,0.92998679,1079.30573,1193.06522,1921.583523,1513.324528,3785,94.15422886,7570,-1802240,135680,-1666560,-1
2565,184,21,9,0.0669334303,0.93306657,782.1483462,889.3893577,1395.738791,1085.896739,2749,93.40808699,5498,-1313280,94208,-1219072,-1
9187,738,21,9,0.0743576826,0.925642317,2818.766219,3232.072663,5041.852618,3981.402439,9925,902.2727273,19850,-4703744,377856,-4325888,-1
4825,512,22,8,0.0959340453,0.904065955,1531.594827,1622.821862,2674.059067,2621.324219,5337,226.431905,10674,-2470400,262144,-2208256,-1
9546,433,20,10,0.0433911214,0.956608879,2855.311869,3102.776304,5050.833857,3648.845266,9979,815.944399,19958,-4887552,221696,-4665856,-1
2060,191,21,9,0.0848511773,0.915148823,635.1397631,746.7663631,1149.106796,876.7853403,2251,40.6097781,4502,-1054720,97792,-956928,-1
3992,440,18,12,0.0992779783,0.900722022,1266.731368,1380.540624,2200.351202,2363.013636,4432,99.52840781,8864,-2043904,225280,-1818624,-1
2942,221,25,5,0.0698703762,0.930129624,898.877986,885.036604,1627.415704,977.4162896,3163,119.7199092,6326,-1506304,113152,-1393152,-1
7076,667,21,9,0.0861423221,0.913857678,2206.458048,2494.78378,3839.874647,4212.808096,7743,260.7948804,15486,-3622912,341504,-3281408,-1
232,50,24,6,0.177304965,0.822695035,80.47575354,81.25201536,146.7586207,117.1,282,19.35483871,564,-118784,25600,-93184,-1
9382,593,19,11,0.0594486216,0.940551378,2861.053194,2773.105892,5080.561501,3523.561551,9975,792.2954726,19950,-4803584,303616,-4499968,-1
5150,473,21,9,0.0841187978,0.915881202,1587.466503,1947.932924,2785.590874,3099.541226,5623,391.8466899,11246,-2636800,242176,-2394624,-1
645,91,18,12,0.123641304,0.876358696,210.5008767,192.4512827,384.1224806,257.7692308,736,69.30320151,1472,-330240,46592,-283648,-1
171,49,27,3,0.222727273,0.777272727,65.14578884,56.80038775,112.6374269,103.0408163,220,9.306260575,440,-87552,25088,-62464,-1
9354,595,17,13,0.0598050055,0.940194994,2856.487954,2987.335633,5027.479153,4149.97479,9949,240.6627963,19898,-4789248,304640,-4484608,-1
3954,317,22,8,0.0742214938,0.925778506,1201.167155,1491.594846,2096.69221,2626.293375,4271,83.23913467,8542,-2024448,162304,-1862144,-1
94,24,19,11,0.203389831,0.796610169,33.60754647,22.45145225,65.85106383,34.625,118,31.97831978,236,-48128,12288,-35840,-1
3175,156,21,9,0.0468327829,0.953167217,953.6215545,1091.794203,1675.913071,1464.24359,3331,156.826742,6662,-1625600,79872,-1545728,-1
38,16,20,10,0.296296296,0.703703704,15.5538783,15.34550015,28.60526316,24.875,54,1.962922574,108,-19456,8192,-11264,-1
3592,388,21,9,0.0974874372,0.902512563,1138.233164,1211.30718,2019.378898,1723.146907,3980,247.3586078,7960,-1839104,198656,-1640448,-1
6245,1494,22,8,0.193048197,0.806951803,2015.520502,1865.722651,3370.978863,5955.935074,7739,188.0680437,15478,-3197440,764928,-2432512,-1
9099,306,27,3,0.0325358852,0.967464115,2707.40711,2892.376302,4718.791516,4233.434641,9405,770.2702703,18810,-4658688,156672,-4502016,-1
9528,444,20,10,0.0445246691,0.955475331,2858.846129,3140.861169,5028.798594,4078.795045,9972,541.0743353,19944,-4878336,227328,-4651008,-1
9481,491,21,9,0.049237866,0.950762134,2851.807822,3256.503769,5027.340681,4197.88391,9972,1238.757764,19944,-4854272,251392,-4602880,-1
7686,714,25,5,0.085,0.915,2415.283624,2524.818771,4206.672782,4134.051821,8400,154.3550165,16800,-3935232,365568,-3569664,-1
9409,539,21,9,0.0541817451,0.945818255,2850.37595,3078.427824,5027.476246,4049.725417,9948,832.4686192,19896,-4817408,275968,-4541440,-1
6537,714,21,9,0.0984691767,0.901530823,2098.601735,2042.776224,3623.594921,3648.019608,7251,253.0006978,14502,-3346944,365568,-2981376,-1
5358,397,21,9,0.0689834926,0.931016507,1619.768265,2106.044185,2848.974431,3269.735516,5755,139.8881867,11510,-2743296,203264,-2540032,-1
3329,210,21,9,0.0593387963,0.940661204,1013.277736,1141.795297,1775.855212,1677.180952,3539,228.7653523,7078,-1704448,107520,-1596928,-1
9386,559,18,12,0.0562091503,0.94379085,2868.852032,2904.56866,4972.025037,4989.370304,9945,649.151436,19890,-4805632,286208,-4519424,-1
3206,197,21,9,0.057890097,0.942109903,967.0665708,1152.675297,1722.798503,1363.522843,3403,216.8897387,6806,-1641472,100864,-1540608,-1
3362,165,21,9,0.0467819677,0.953218032,1013.043646,1051.173219,1782.1395,1394.393939,3527,87.32359495,7054,-1721344,84480,-1636864,-1
6521,461,22,8,0.0660269264,0.933973074,1995.467694,2261.197298,3511.721975,3205.453362,6982,129.3681675,13964,-3338752,236032,-3102720,-1
8536,580,19,11,0.0636243967,0.936375603,2590.930679,3169.532827,4561.565487,4513.384483,9116,325.10699,18232,-4370432,296960,-4073472,-1
1270,132,24,6,0.0941512126,0.905848787,397.0794589,466.9647368,708.2850394,636.219697,1402,108.8509317,2804,-650240,67584,-582656,-1
2049,205,22,8,0.0909494232,0.909050577,645.5388752,699.2373139,1130.469497,1097.819512,2254,152.2972973,4508,-1049088,104960,-944128,-1
686,178,23,7,0.206018519,0.793981481,250.9250162,243.200972,435.3294461,421.5955056,864,19.96303142,1728,-351232,91136,-260096,-1
303,33,20,10,0.0982142857,0.901785714,93.94295275,87.01480195,177.2673267,88,336,43.35483871,672,-155136,16896,-138240,-1
9215,719,19,11,0.0723776928,0.927622307,2841.067995,2974.051655,5054.07325,3857.941586,9934,585.041225,19868,-4718080,368128,-4349952,-1
3198,222,21,9,0.0649122807,0.935087719,975.6208048,1141.55027,1712.544403,1681.04955,3420,263.8888889,6840,-1637376,113664,-1523712,-1
1365,153,18,12,0.100790514,0.899209486,431.3496213,377.2773545,793.5956044,455.3137255,1518,97.05882353,3036,-698880,78336,-620544,-1
67,19,20,10,0.220930233,0.779069767,25.37294118,19.05495769,46.62686567,32.47368421,86,20.09345794,172,-34304,9728,-24576,-1
3764,750,20,10,0.166149756,0.833850244,1161.762336,1259.951971,2009.440489,3502.428,4514,117.7360459,9028,-1927168,384000,-1543168,-1
9567,403,20,10,0.0404212638,0.959578736,2859.615334,3286.042428,4983.694366,5028.364764,9970,1167.447307,19940,-4898304,206336,-4691968,-1
2872,144,21,9,0.0477453581,0.952254642,861.9685711,1025.185901,1512.537256,1427.979167,3016,143.4141702,6032,-1470464,73728,-1396736,-1
1307,117,20,10,0.0821629213,0.917837079,402.4533697,490.9708505,719.2884468,636.6666667,1424,126.129318,2848,-669184,59904,-609280,-1
790,167,21,9,0.174503657,0.825496343,262.178139,331.2820883,488.4987342,434.0658683,957,38.55761483,1914,-404480,85504,-318976,-1
3698,302,22,8,0.0755,0.9245,1133.889506,1381.136966,2007.948621,1909.291391,4000,108.8435374,8000,-1893376,154624,-1738752,-1
2054,234,22,8,0.102272727,0.897727273,651.1482347,585.4979001,1192.890458,719.7393162,2288,42.95100432,4576,-1051648,119808,-931840,-1
9486,483,22,8,0.0484501956,0.951549804,2850.768451,3178.331443,5039.893844,3906.898551,9969,785.5791962,19938,-4856832,247296,-4609536,-1
8487,763,20,10,0.0824864865,0.917513514,2667.072402,2692.851481,4647.808295,4377.360419,9250,322.7494766,18500,-4345344,390656,-3954688,-1
9279,671,19,11,0.0674371859,0.932562814,2813.535853,3568.706688,4949.709128,5332.152012,9950,236.9047619,19900,-4750848,343552,-4407296,-1
6147,317,20,10,0.0490408416,0.950959158,1862.973463,1923.425683,3234.037905,3202.678233,6464,153.4662868,12928,-3147264,162304,-2984960,-1
477,88,23,7,0.155752212,0.844247788,164.5774862,152.7006162,287.3626834,259.3522727,565,12.49447147,1130,-244224,45056,-199168,-1
2901,227,22,8,0.0725703325,0.927429668,883.9801401,1117.224791,1562.148225,1594.555066,3128,116.7164179,6256,-1485312,116224,-1369088,-1
331,83,25,5,0.200483092,0.799516908,118.7791325,115.8419632,198.6465257,242.8072289,414,14.39499305,828,-169472,42496,-126976,-1
4485,294,21,9,0.0615191463,0.938480854,1369.086996,1334.920356,2437.570123,1664.312925,4779,206.2580924,9558,-2296320,150528,-2145792,-1
515,102,21,9,0.165316045,0.834683955,168.9311507,217.6876265,312.7242718,290.1960784,617,55.53555356,1234,-263680,52224,-211456,-1
5946,300,20,10,0.0480307397,0.95196926,1784.541703,2135.05787,3118.65523,3219.523333,6246,247.7588259,12492,-3044352,153600,-2890752,-1
9449,514,19,11,0.0515908863,0.948409114,2854.54909,3142.453044,5025.167108,4188.447471,9963,883.2446809,19926,-4837888,263168,-4574720,-1
4052,239,22,8,0.0556979725,0.944302027,1225.388328,1442.389793,2140.205577,2244.238494,4291,108.0856423,8582,-2074624,122368,-1952256,-1
1498,169,21,9,0.101379724,0.898620276,472.927542,549.2563254,834.6448598,828.2840237,1667,117.3117523,3334,-766976,86528,-680448,-1
5586,1008,21,9,0.152866242,0.847133758,1931.035433,1633.27515,3196.309882,3858.261905,6594,312.5118483,13188,-2860032,516096,-2343936,-1
2717,381,20,10,0.122982569,0.877017431,892.0804767,864.5016644,1586.854251,1283.11811,3098,71.71296296,6196,-1391104,195072,-1196032,-1
5963,647,20,10,0.097881997,0.902118003,1889.741719,1984.039007,3244.646654,3866.347759,6610,124.6464266,13220,-3053056,331264,-2721792,-1
72,28,19,11,0.28,0.72,29.98657107,20.45789604,55.66666667,37.21428571,100,18.86792453,200,-36864,14336,-22528,-1
2419,256,27,3,0.0957009346,0.904299065,762.0872117,806.236143,1368.687888,1048.023438,2675,147.2206935,5350,-1238528,131072,-1107456,-1
9420,558,21,9,0.0559230307,0.944076969,2875.659968,2924.539968,4963.477601,5428.802867,9978,787.5295975,19956,-4823040,285696,-4537344,-1
66,15,22,8,0.185185185,0.814814815,21.09972386,31.31389468,40.27272727,44.2,81,13.27868852,162,-33792,7680,-26112,-1
577,45,24,6,0.0723472669,0.927652733,180.0355593,164.4887028,315.5944541,259,622,37.74271845,1244,-295424,23040,-272384,-1
132,22,23,7,0.142857143,0.857142857,44.22454496,32.48448454,82.48484848,47.59090909,154,15.87628866,308,-67584,11264,-56320,-1
2949,157,26,4,0.0505473278,0.949452672,887.9263389,921.3853634,1579.258732,1069.66242,3106,114.781966,6212,-1509888,80384,-1429504,-1
9396,549,21,9,0.0552036199,0.94479638,2846.711435,3108.339769,5028.197637,4028.306011,9945,750,19890,-4810752,281088,-4529664,-1
849,39,21,9,0.0439189189,0.956081081,253.3042044,283.2557499,450.7232038,309.025641,888,131.3609467,1776,-434688,19968,-414720,-1
5586,433,20,10,0.0719388603,0.92806114,1708.865405,2065.063326,3022.771035,2845.244804,6019,263.6443276,12038,-2860032,221696,-2638336,-1
1036,163,16,14,0.135946622,0.864053378,332.8579386,403.8329582,617.2779923,490.1840491,1199,81.78717599,2398,-530432,83456,-446976,-1
9435,524,21,9,0.0526157245,0.947384276,2856.949969,3178.948172,4986.304505,4866.482824,9959,593.5041716,19918,-4830720,268288,-4562432,-1
2730,265,19,11,0.0884808013,0.911519199,845.0295986,1043.247683,1492.519414,1554.460377,2995,258.6355786,5990,-1397760,135680,-1262080,-1
201,34,20,10,0.144680851,0.855319149,65.71255773,76.58884521,121.1840796,99.17647059,235,4.542818481,470,-102912,17408,-85504,-1
2134,157,23,7,0.0685290266,0.931470973,653.814529,740.4357802,1156.985005,996.6878981,2291,102.0035619,4582,-1092608,80384,-1012224,-1
9596,382,20,10,0.0382842253,0.961715775,2870.071274,3030.482782,5019.864527,4226.730366,9978,1004.833837,19956,-4913152,195584,-4717568,-1
107,22,20,10,0.170542636,0.829457364,36.33294616,37.67170058,68.19626168,49.45454545,129,9.750566893,258,-54784,11264,-43520,-1
8875,1022,20,10,0.103263615,0.896736385,2862.331586,2710.411929,4867.959437,5652.752446,9897,297.7436823,19794,-4544000,523264,-4020736,-1
8219,1628,21,9,0.165329542,0.834670458,2853.051446,2335.649474,4648.123494,6316.769656,9847,292.1091664,19694,-4208128,833536,-3374592,-1
4711,795,18,12,0.14438794,0.85561206,1544.488569,1691.45521,2643.100403,3407.704403,5506,103.6325993,11012,-2412032,407040,-2004992,-1
9147,808,20,10,0.0811652436,0.918834756,2829.192681,3255.031717,4915.741555,5682.799505,9955,683.7225275,19910,-4683264,413696,-4269568,-1
9226,707,18,12,0.0711768851,0.928823115,2826.120304,3080.570259,5066.081509,3674.035361,9933,977.6574803,19866,-4723712,361984,-4361728,-1
2858,293,20,10,0.0929863535,0.907013646,886.9537824,1086.70756,1596.385234,1377.156997,3151,61.3393031,6302,-1463296,150016,-1313280,-1
9261,689,21,9,0.0692462312,0.930753769,2859.076111,3009.797055,5008.502214,4531.910015,9950,569.8739977,19900,-4741632,352768,-4388864,-1
8554,501,20,10,0.0553285478,0.944671452,2576.634431,2832.061334,4610.875497,3112.996008,9055,178.5643857,18110,-4379648,256512,-4123136,-1
2750,308,21,9,0.100719424,0.899280576,869.8446704,966.9345964,1506.583636,1734.11039,3058,73.8647343,6116,-1408000,157696,-1250304,-1
2570,206,18,12,0.0742074928,0.925792507,785.6402835,947.0721485,1406.834241,1159.76699,2776,332.853717,5552,-1315840,105472,-1210368,-1
9364,578,21,9,0.0581371957,0.941862804,2867.802226,2905.50068,4970.999252,4979.612457,9942,574.6820809,19884,-4794368,295936,-4498432,-1
748,78,20,10,0.0944309927,0.905569007,234.3267129,260.3838102,422.2245989,329.8333333,826,83.35015136,1652,-382976,39936,-343040,-1
107,33,17,13,0.235714286,0.764285714,39.12291079,38.77478472,76.29906542,51.6969697,140,22.58064516,280,-54784,16896,-37888,-1
9507,458,20,10,0.045960863,0.954039137,2867.427963,3020.19242,5006.660776,4491.858079,9965,992.5298805,19930,-4867584,234496,-4633088,-1
442,80,18,12,0.153256705,0.846743295,144.5005615,153.4296617,277.5248869,172.9625,522,40.49650892,1044,-226304,40960,-185344,-1
263,32,20,10,0.108474576,0.891525424,82.02386507,65.54577807,157.7908745,67.53125,295,43.06569343,590,-134656,16384,-118272,-1
9593,389,25,5,0.0389701463,0.961029854,2875.753142,2989.032042,5008.955593,4561.033419,9982,952.480916,19964,-4911616,199168,-4712448,-1
34,24,16,14,0.413793103,0.586206897,17.01820723,16.18636043,30.70588235,27.79166667,58,13.15192744,116,-17408,12288,-5120,-1
9449,515,24,6,0.0516860699,0.94831393,2863.888163,3065.521019,5005.601651,4558.640777,9964,622.3610244,19928,-4837888,263680,-4574208,-1
113,26,18,12,0.18705036,0.81294964,38.01184634,36.95681552,76.43362832,42.03846154,139,15.30837004,278,-57856,13312,-44544,-1
1759,265,20,10,0.130928854,0.869071146,583.2284496,590.1752351,1017.38772,980.0566038,2024,54.14660246,4048,-900608,135680,-764928,-1
9668,319,26,4,0.031941524,0.968058476,2876.608364,3056.783979,5003.364605,4710.184953,9987,1595.367412,19974,-4950016,163328,-4786688,-1
9257,668,25,5,0.0673047859,0.932695214,2867.273108,2830.806784,4973.51453,4817.291916,9925,458.8534443,19850,-4739584,342016,-4397568,-1
2798,174,25,5,0.0585464334,0.941453567,850.0573067,855.9376099,1514.802001,1031.390805,2972,183.7971552,5944,-1432576,89088,-1343488,-1
9463,508,21,9,0.0509477485,0.949052252,2858.849553,2976.494807,5050.323576,3787.783465,9971,907.2793449,19942,-4845056,260096,-4584960,-1
9504,462,19,11,0.0463576159,0.953642384,2853.05043,3282.509829,5010.24537,4433.309524,9966,952.7724665,19932,-4866048,236544,-4629504,-1
9535,437,21,9,0.0438227036,0.956177296,2868.391787,3008.967294,5018.86366,4280.350114,9972,1160.88475,19944,-4881920,223744,-4658176,-1
3223,194,19,11,0.0567749488,0.943225051,983.5540896,1009.816777,1721.605337,1499.582474,3417,375.9075908,6834,-1650176,99328,-1550848,-1
8588,324,21,9,0.0363554758,0.963644524,2565.615104,2702.352868,4475.997555,3939.694444,8912,688.7171561,17824,-4397056,165888,-4231168,-1
6782,447,20,10,0.0618342786,0.938165721,2044.912388,2521.832106,3665.393542,2850.416107,7229,264.9926686,14458,-3472384,228864,-3243520,-1
783,82,20,10,0.0947976879,0.905202312,243.1813441,303.848346,435.6845466,407.3658537,865,22.9321315,1730,-400896,41984,-358912,-1
1421,107,22,8,0.070026178,0.929973822,433.4402551,528.0006245,759.5270936,830.5420561,1528,70.22058824,3056,-727552,54784,-672768,-1
7865,534,21,9,0.0635789975,0.936421003,2398.876277,2760.834097,4181.115321,4478.142322,8399,185.8185841,16798,-4026880,273408,-3753472,-1
8449,425,19,11,0.0478927203,0.95210728,2536.662366,2686.247676,4504.8775,3098.035294,8874,653.460972,17748,-4325888,217600,-4108288,-1
7350,302,27,3,0.0394668061,0.960533194,2195.244387,2365.463484,3861.426395,2976.470199,7652,306.8163593,15304,-3763200,154624,-3608576,-1
9354,573,20,10,0.057721366,0.942278634,2851.594717,2895.730951,5027.524802,3926.982548,9927,304.5092025,19854,-4789248,293376,-4495872,-1
7188,369,20,10,0.0488289004,0.9511711,2160.948557,2478.879217,3808.794519,3198.612466,7557,333.2010582,15114,-3680256,188928,-3491328,-1
9360,591,22,8,0.059391016,0.940608984,2853.921576,2968.741673,5041.18344,3943.65313,9951,582.6112412,19902,-4792320,302592,-4489728,-1
9334,608,21,9,0.0611546972,0.938845303,2840.975107,3186.345432,5021.580887,4202.659539,9942,453.5583942,19884,-4779008,311296,-4467712,-1
40,11,21,9,0.215686275,0.784313725,14.74067502,12.75840349,27.75,19.63636364,51,11.30820399,102,-20480,5632,-14848,-1
8841,657,21,9,0.0691724574,0.930827543,2705.879116,3029.492221,4820.323606,3796.453577,9498,347.6573939,18996,-4526592,336384,-4190208,-1
4092,383,19,11,0.0855865922,0.914413408,1276.223717,1447.135635,2233.479228,2286.300261,4475,106.2440646,8950,-2095104,196096,-1899008,-1
1508,91,19,11,0.0569105691,0.943089431,453.2572109,568.7961835,807.3866048,677.5934066,1599,226.4872521,3198,-772096,46592,-725504,-1
1898,186,21,9,0.0892514395,0.91074856,581.9426956,721.3439128,1016.217597,1310.693548,2084,166.5867306,4168,-971776,95232,-876544,-1
603,90,18,12,0.12987013,0.87012987,191.5773799,242.5869906,355.1276949,292.5444444,693,69.3,1386,-308736,46080,-262656,-1
9385,564,20,10,0.0566891145,0.943310886,2868.835073,2853.238743,5012.495471,4351.072695,9949,563.3635334,19898,-4805120,288768,-4516352,-1
39,16,20,10,0.290909091,0.709090909,16.24289659,14.21212071,29.58974359,24.125,55,6.532066508,110,-19968,8192,-11776,-1
9572,403,21,9,0.0404010025,0.959598997,2866.028747,3097.537719,5018.309131,4268.101737,9975,861.3989637,19950,-4900864,206336,-4694528,-1
4089,370,20,10,0.0829782462,0.917021754,1249.585398,1604.213997,2197.813157,2585.708108,4459,287.6774194,8918,-2093568,189440,-1904128,-1
3959,509,18,12,0.113921218,0.886078782,1271.892959,1420.45062,2240.799697,2185.500982,4468,151.5603799,8936,-2027008,260608,-1766400,-1
108,41,21,9,0.275167785,0.724832215,41.90564799,45.72463685,75.83333333,72.80487805,149,19.32555123,298,-55296,20992,-34304,-1
9483,494,17,13,0.0495138819,0.950486118,2846.883356,3252.578818,5048.419382,3848.364372,9977,730.3806735,19954,-4855296,252928,-4602368,-1
3669,265,20,10,0.0673614642,0.932638536,1128.2221,1187.9697,1990.7577,1645.490566,3934,481.5177479,7868,-1878528,135680,-1742848,-1
3051,388,20,10,0.112823495,0.887176505,980.5737989,1081.700173,1728.01901,1656.943299,3439,74.5017331,6878,-1562112,198656,-1363456,-1
9577,405,21,9,0.0405730315,0.959426969,2870.171395,3031.053682,5025.26313,4193.106173,9982,978.627451,19964,-4903424,207360,-4696064,-1
7506,657,23,7,0.0804851158,0.919514884,2337.308646,2537.600177,4050.573808,4441.033486,8163,212.3016905,16326,-3843072,336384,-3506688,-1
1602,172,21,9,0.0969560316,0.903043968,514.851718,483.5570841,892.2858926,842.9244186,1774,66.56660413,3548,-820224,88064,-732160,-1
5715,366,21,9,0.0601874692,0.939812531,1735.64668,2035.118677,3049.436045,2909.273224,6081,125.3555968,12162,-2926080,187392,-2738688,-1
9599,382,19,11,0.0382727182,0.961727282,2867.444121,3064.447869,5028.179498,4056.743455,9981,440.0793651,19962,-4914688,195584,-4719104,-1
455,99,18,12,0.178700361,0.821299639,149.3622377,191.3377492,289.9428571,220.3131313,554,13.0077483,1108,-232960,50688,-182272,-1
153,24,22,8,0.13559322,0.86440678,49.60517702,57.68724043,91.25490196,74.625,177,8.32157969,354,-78336,12288,-66048,-1
9466,514,19,11,0.051503006,0.948496994,2842.171033,3177.634274,5070.576696,3515.780156,9980,1102.762431,19960,-4846592,263168,-4583424,-1
3376,377,21,9,0.100452971,0.899547029,1067.232479,1218.623309,1877.577607,1871.827586,3753,77.41336634,7506,-1728512,193024,-1535488,-1
9578,394,22,8,0.0395106298,0.96048937,2866.879194,3135.609451,4999.33222,4674.553299,9972,957.0057582,19944,-4903936,201728,-4702208,-1
1136,94,18,12,0.0764227642,0.923577236,349.8500637,333.1915294,634.9022887,381.0212766,1230,171.5481172,2460,-581632,48128,-533504,-1
9527,450,25,5,0.0451037386,0.954896261,2872.880012,2827.848234,5039.1205,3927.893333,9977,884.4858156,19954,-4877824,230400,-4647424,-1
9495,470,17,13,0.0471650778,0.952834922,2865.040717,3075.244638,5002.586309,4587.314894,9965,1152.023121,19930,-4861440,240640,-4620800,-1
9615,364,27,3,0.0364766009,0.963523399,2867.337712,3104.679098,5020.790224,4176.681319,9979,969.776482,19958,-4922880,186368,-4736512,-1
4044,340,23,7,0.0775547445,0.922445255,1234.454909,1456.385777,2141.096439,2803.9,4384,243.0155211,8768,-2070528,174080,-1896448,-1
4736,264,22,8,0.0528,0.9472,1427.594958,1692.448262,2510.161106,2327.185606,5000,263.9915523,10000,-2424832,135168,-2289664,-1
3225,320,22,8,0.0902679831,0.909732017,1013.763541,1076.529079,1745.372403,2051.434375,3545,193.9277899,7090,-1651200,163840,-1487360,-1
8145,645,19,11,0.0733788396,0.92662116,2522.771492,2713.229549,4404.929036,4276.431008,8790,201.4668806,17580,-4170240,330240,-3840000,-1
9455,508,18,12,0.050988658,0.949011342,2859.781934,3076.906645,5020.580539,4263.931102,9963,508.3163265,19926,-4840960,260096,-4580864,-1
7313,353,24,6,0.0460474824,0.953952518,2192.335187,2598.548383,3841.568713,3666.342776,7666,945.2527744,15332,-3744256,180736,-3563520,-1
555,104,20,10,0.157814871,0.842185129,178.8396761,242.135683,329.5207207,332.5576923,659,16.78553235,1318,-284160,53248,-230912,-1
6550,648,21,9,0.0900250069,0.909974993,2057.393263,2269.043542,3584.421832,3751.910494,7198,347.3938224,14396,-3353600,331776,-3021824,-1
2944,301,21,9,0.0927580894,0.907241911,906.8723871,1189.425854,1626.814878,1585.687708,3245,108.7466488,6490,-1507328,154112,-1353216,-1
590,124,20,10,0.173669468,0.826330532,197.4966231,230.211516,372.340678,286.8870968,714,36.04240283,1428,-302080,63488,-238592,-1
76,25,18,12,0.247524752,0.752475248,29.51954843,21.48301655,56.13157895,35.4,101,20.65439673,202,-38912,12800,-26112,-1
9316,638,21,9,0.0640948362,0.935905164,2857.944925,2814.190146,5062.258909,3739.860502,9954,804.6887631,19908,-4769792,326656,-4443136,-1
3819,725,21,9,0.159551056,0.840448944,1293.313011,1278.088283,2171.017806,2807.066207,4544,90.14084507,9088,-1955328,371200,-1584128,-1
4309,261,25,5,0.0571115974,0.942888403,1306.868624,1496.591285,2296.848225,2098.145594,4570,638.2681564,9140,-2206208,133632,-2072576,-1
5352,1463,21,9,0.214673514,0.785326486,1727.626692,2088.905929,3006.519432,4876.710868,6815,161.8764846,13630,-2740224,749056,-1991168,-1
40,18,21,9,0.310344828,0.689655172,15.86960538,18.52925615,29.425,29.66666667,58,2.102973169,116,-20480,9216,-11264,-1
3723,335,27,3,0.0825529818,0.917447018,1170.540388,1162.667769,2047.577491,1828.597015,4058,76.00674284,8116,-1906176,171520,-1734656,-1
2759,168,17,13,0.0573966519,0.942603348,830.2096422,1057.859984,1465.251903,1443.440476,2927,180.6790123,5854,-1412608,86016,-1326592,-1
1742,153,21,9,0.0807387863,0.919261214,528.7805125,723.0349745,948.9305396,937.4052288,1895,34.7706422,3790,-891904,78336,-813568,-1
